Time,Fece_Vol
0,0.0001
0.2,0.00166367220275406
0.4,0.00334569886537472
0.6,0.00512526313028165
0.8,0.00699429239236141
1,0.00894992703584394
1.2,0.0110666239078159
1.4,0.0133349713955686
1.6,0.0156665791233312
1.8,0.0180216296731106
2,0.0203818125504327
2.2,0.0227385691675405
2.4,0.0250878616393414
2.6,0.0274277911283926
2.8,0.0297574967525759
3,0.0320766397802092
3.2,0.0343851524315757
3.4,0.0366831063291622
3.6,0.0389706382303035
3.79999999999999,0.0412479060985409
3.99999999999999,0.0435150633255513
4.19999999999999,0.0457722455264444
4.39999999999999,0.0480195673104735
4.59999999999999,0.0502571272795786
4.79999999999999,0.0524850189781704
4.99999999999999,0.0547033445674546
5.19999999999999,0.0569122279538487
5.39999999999999,0.0591118252241965
5.59999999999999,0.0613023302562354
5.79999999999999,0.0634839711040846
5.99999999999999,0.0656569941110472
6.19999999999999,0.0677475397993932
6.39999999999999,0.0697605738177489
6.59999999999998,0.0717758063241187
6.79999999999998,0.0738302529764113
6.99999999999998,0.0759418513204439
7.19999999999998,0.0781949035958674
7.39999999999998,0.0805861113566165
7.59999999999998,0.0830309625579676
7.79999999999998,0.0854914838230863
7.99999999999998,0.0879500392875116
8.19999999999998,0.0903982174338759
8.39999999999998,0.0928319567805466
8.59999999999999,0.095249328978249
8.79999999999999,0.0976494866490651
8.99999999999999,0.100032139330084
9.2,0.102397279027287
9.4,0.104745030443221
9.6,0.107075568907031
9.8,0.109389079865129
10,0.111685747152007
10.2,0.113965761490592
10.4,0.116229341353032
10.6,0.118476772046434
10.8,0.120708426156285
11,0.122924747764208
11.2,0.125126243706769
11.4,0.127313479913331
11.6,0.129487082612647
11.8,0.131647735057987
12,0.133796145340048
12.2,0.00186904499102252
12.4,0.00399499594060416
12.6,0.00611060856585748
12.8,0.00821638523201175
13,0.0103127678681667
13.2000000000001,0.0123266827669684
13.4000000000001,0.014263171239393
13.6000000000001,0.0161972275321742
13.8000000000001,0.0181610677221292
14.0000000000001,0.0201697097822462
14.2000000000001,0.0223061113606984
14.4000000000001,0.0245679253500883
14.6000000000001,0.0268736297540756
14.8000000000001,0.0291880479157924
15.0000000000001,0.0314956215639832
15.2000000000001,0.0337894170415406
15.4000000000001,0.03606644644199
15.6000000000001,0.0383256067679012
15.8000000000001,0.040566741963662
16.0000000000001,0.0427902045393253
16.2000000000001,0.0449966456207107
16.4000000000001,0.0471869079918438
16.6000000000001,0.0493619602275608
16.8000000000001,0.0515228418904789
17.0000000000001,0.0536706099197434
17.2000000000001,0.055806290269759
17.4000000000001,0.0579308457532932
17.6000000000001,0.0600451700828718
17.8000000000001,0.0621501127022972
18.0000000000001,0.0642465362339865
18.2000000000001,0.0663353992933183
18.4000000000001,0.0684178045200449
18.6000000000001,0.0704949468424548
18.8000000000001,0.0725679545915647
19.0000000000001,0.0746376588129417
19.2000000000001,0.0767045308226796
19.4000000000001,0.0787687787586859
19.6000000000001,0.0808304303314914
19.8000000000001,0.0828894032444471
20.0000000000001,0.0849455953451708
20.2000000000002,0.0869989432029297
20.4000000000002,0.0890494159072538
20.6000000000002,0.0910969956013697
20.8000000000002,0.0931416703048652
21.0000000000002,0.0951834332850238
21.2000000000002,0.0972222836935258
21.4000000000002,0.0992582270726865
21.6000000000002,0.101291275643966
21.8000000000002,0.103321448426609
22.0000000000002,0.105348771113102
22.2000000000002,0.107373275591986
22.4000000000002,0.109394999114726
22.6000000000002,0.111413983238226
22.8000000000002,0.113430272723698
23.0000000000002,0.115443914531334
23.2000000000002,0.117454956979237
23.4000000000002,0.119463449079579
23.6000000000002,0.121469440035284
23.8000000000002,0.123472978869643
24.0000000000002,0.125474114160313
24.2000000000002,0.127398518319906
24.4000000000002,0.129248552927019
24.6000000000002,0.131099137794426
24.8000000000002,0.132982724351629
25.0000000000002,0.134914670240143
25.2000000000002,0.136978494637944
25.4000000000002,0.139172443342618
25.6000000000002,0.141415525126503
25.8000000000002,0.143672712581265
26.0000000000002,0.145928281542239
26.2000000000002,0.148174963775319
26.4000000000002,0.150409372668208
26.6000000000002,0.152630004007547
26.8000000000002,0.154836332184567
27.0000000000002,0.157028389332159
27.2000000000003,0.159206561449645
27.4000000000003,0.161371478690916
27.6000000000003,0.163523940556077
27.8000000000003,0.165664849582708
28.0000000000003,0.167795147781629
28.2000000000003,0.16991576318612
28.4000000000003,0.172027567485927
28.6000000000003,0.174131365904797
28.8000000000003,0.176227916855972
29.0000000000003,0.178317971765644
29.2000000000003,0.18040232305417
29.4000000000003,0.182481830527806
29.6000000000003,0.184557368339156
29.8000000000003,0.186629681372753
30.0000000000003,0.188699278210627
30.2000000000003,0.190692688378187
30.4000000000003,0.192613473262582
30.6000000000003,0.194534717614755
30.8000000000003,0.196487007488963
31.0000000000003,0.198484548731944
31.2000000000003,0.20060994321976
31.4000000000003,0.202860718535919
31.6000000000003,0.205156532095347
31.8000000000003,0.207463194946838
32.0000000000003,0.209765602741571
32.2000000000003,0.212056953307561
32.4000000000003,0.214334292450792
32.6000000000003,0.216596587899944
32.8000000000003,0.218843839408729
33.0000000000003,0.221076623747734
33.2000000000003,0.223295831572087
33.4000000000002,0.225502508545368
33.6000000000002,0.227697776060694
33.8000000000002,0.229882833340227
34.0000000000002,0.23205903903837
34.2000000000002,0.234227989485471
34.4000000000002,0.236391347986366
34.6000000000002,0.23855036682722
34.8000000000002,0.240705643186469
35.0000000000001,0.242857341706436
35.2000000000001,0.245005422616657
35.4000000000001,0.247149799273278
35.6000000000001,0.249290436488882
35.8000000000001,0.251427332149919
36.0000000000001,0.253560477587202
36.2000000000001,0.00186296835334234
36.4000000000001,0.0039885552997579
36.6000000000001,0.00611034062853502
36.8,0.00822832845079018
37,0.0103425422538117
37.2,0.0123787479251748
37.4,0.0143385868536374
37.6,0.0162958476398939
37.8,0.0182822323269692
38,0.0203124041633468
38.2,0.0224690756261514
38.4,0.0247498001614465
38.5999999999999,0.0270744188781062
38.7999999999999,0.0294087492120936
38.9999999999999,0.0317375661854099
39.1999999999999,0.0340539505740487
39.3999999999999,0.0363548970707209
39.5999999999999,0.0386394571590237
39.7999999999999,0.0409078618075087
39.9999999999999,0.0431610470903285
40.1999999999999,0.045400533744324
40.3999999999998,0.0476281577824633
40.5999999999998,0.0498458581941357
40.7999999999998,0.0520556459000503
40.9999999999998,0.054259481936967
41.1999999999998,0.0564590504990597
41.3999999999998,0.0586551017958174
41.5999999999998,0.0608475871451042
41.7999999999998,0.063036259484659
41.9999999999998,0.0652209788251178
42.1999999999997,0.067401712541249
42.3999999999997,0.069578446095563
42.5999999999997,0.0717511481066659
42.7999999999997,0.0739197812799356
42.9999999999997,0.0760842812689253
43.1999999999997,0.0782446064677276
43.3999999999997,0.0804007407827425
43.5999999999997,0.0825527037082192
43.7999999999996,0.0847005446079058
43.9999999999996,0.0868443312721438
44.1999999999996,0.0889841390565244
44.3999999999996,0.0911200455403215
44.5999999999996,0.0932521279795349
44.7999999999996,0.0953804623053744
44.9999999999996,0.0975051227456546
45.1999999999996,0.0996261816955748
45.3999999999996,0.101743709628451
45.5999999999995,0.103857775160371
45.7999999999995,0.105968445103201
45.9999999999995,0.1080757845131
46.1999999999995,0.11017985674629
46.3999999999995,0.112280723522525
46.5999999999995,0.114378444989498
46.7999999999995,0.116473079784271
46.9999999999995,0.118564685090826
47.1999999999995,0.120653316693758
47.3999999999994,0.122739029028172
47.5999999999994,0.124821875226043
