Time,Bacteroides_fragilis,Bifido_longum,Bifido_breve,Bifido_adolescentis,Eubacterium_hallii,Faecalibacterium_prausnitzii,Roseburia_intestinalis,HMO,HEXOSE,SUCCINATE,ACETATE,PROPIONATE,LACTATE,FORMATE,ETHANOL,BUTYRATE,H2
0,0.0425467620081729,0.0487863768446475,0.00534670793228326,0.250583686357909,0.337190397958094,1.11263893380279,0.202907135096108,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0.2,0.0425628233622705,0.0488433738663502,0.00535380727030365,0.251146069812754,0.337169874920936,1.1124956631635,0.202903851113426,3.02597756880031,4.16239149009381,0.609638090791121,0.483062429146033,0.548101372336494,0.616554103905053,0.612554624625333,0.609846165238513,0.737526720396693,0.507930381728274
0.4,0.0426030035703956,0.0489790626662277,0.00537148968915319,0.252559742909037,0.337149794957118,1.11236565343727,0.202901210209407,2.84283575625602,7.9013196980145,0.702087808296239,0.473036709272548,0.585025776339842,0.725336158861467,0.714543926411428,0.702842296088052,0.941519140725016,0.516823395377805
0.6,0.0426649543816689,0.0491812722398885,0.00539826665725249,0.254721184268964,0.337130204086882,1.11223597193484,0.202898780962624,2.41576927797571,11.3175008649444,0.781912232445843,0.483387227827001,0.614401103088193,0.829389407965655,0.80938562224793,0.783395887808803,1.11373892416394,0.525970100136301
0.8,0.0427465812499282,0.0494417480512514,0.00543254933754971,0.257518365091841,0.33711122717525,1.11210716068277,0.202896729114309,1.93833913004446,14.2971799999985,0.852575363706192,0.512276630741636,0.638655722702135,0.930748300444973,0.899503136446892,0.854743700548995,1.26532315447196,0.53562604025404
1,0.0428464392537528,0.0497562416776272,0.00547301823967601,0.260845455985404,0.337093023960276,1.11198074111553,0.202895250979827,1.49187148633944,16.8245249443771,0.91679927898234,0.55613632948861,0.659425855253487,1.03079870704973,0.986644521894464,0.919322735461986,1.40529380854978,0.546087311095291
1.2,0.0429635763858974,0.0501233362042951,0.00551863039854296,0.264599558687824,0.337075769741952,1.11185777511767,0.202894515999115,1.10916159709706,18.9221833266242,0.976724041200214,0.611411214293587,0.677814579823427,1.1303866075588,1.07200508838703,0.978945012665656,1.54001244472234,0.557599655441241
1.4,0.0430972222767465,0.0505430994806784,0.00556856804639447,0.268679931400475,0.337059645739204,1.11173878574678,0.202894652640896,0.799940495001983,20.6317533157026,1.03399079948368,0.674841111068807,0.694560631509213,1.2299268675285,1.15634462295922,1.0349342976167,1.67378863285276,0.570338461181223
1.6,0.0432464588847386,0.0510156782917733,0.00562219220206015,0.272993797336781,0.33704483736507,1.11162398735104,0.202895743641191,0.561895726183468,22.0050038956592,1.08979284448474,0.743584810316672,0.710150360045741,1.32957356839376,1.24014667282476,1.08825978825929,1.8095456842199,0.584403988888256
1.8,0.0434099800424395,0.051539946373635,0.0056790095893276,0.277466395962929,0.337031540973676,1.11151357362066,0.202897828391308,0.386758848731941,23.0997857612649,1.14492458729616,0.815365762545118,0.724894206210799,1.42942339675205,1.32379823340954,1.1396634696293,1.94939943778817,0.599827696101478
2,0.0435860663864678,0.0521126531552697,0.00573865202264719,0.28204955144831,0.337019976857524,1.1114079344941,0.202900913524845,0.263365232945348,23.9770761097495,1.19985596833834,0.888600266398278,0.738982876625181,1.52968213372966,1.40773470617522,1.18976240786703,2.09506936141022,0.616590588058026
2.2,0.0437728101103261,0.0527285929375256,0.00580086237244755,0.286722979530375,0.337010402039643,1.11130771189082,0.202904988662255,0.179661673203691,24.6965510168112,1.25483872027667,0.962412510271807,0.752531608729908,1.6307290478374,1.49249865089253,1.23910836526131,2.24807928520198,0.634648389354004
2.4,0.0439684444784122,0.0533817292018356,0.00586548037304683,0.291487628515981,0.337003116876887,1.11121370160596,0.202910040471938,0.124391619364814,25.3109461548563,1.310015358753,1.03650828333231,0.765613414727068,1.73307607776579,1.57871170749392,1.28820581375613,2.409786302454,0.653953095153275
2.6,0.0441715771532537,0.0540665212583889,0.00593242468075772,0.296355846291278,0.336998465387394,1.11112670281321,0.202916060588391,0.0882919626297416,25.8615885073357,1.36549460817092,1.11097754617945,0.778280047237498,1.8372804621122,1.66700924250885,1.33750797209289,2.58134124800722,0.674464604079656
2.8,0.0443812483480657,0.054778726645452,0.00600167232104105,0.301343527300313,0.336996833879218,1.11104741509874,0.202923048076961,0.064529077434426,26.3770659115391,1.42138354596094,1.18611406582413,0.790572397637565,1.94387133396243,1.75798748636839,1.38741088476451,2.76366976521069,0.69615396184565
3,0.0445968660816016,0.0555155389644215,0.00607323912420817,0.306465971390694,0.33699865174485,1.1109764107422,0.202931009251958,0.0484810026484452,26.874786793514,1.47779121616476,1.26229219572926,0.802524519237177,2.05331190883255,1.85217986739136,1.43825376948436,2.9574971747932,0.719002673922907
3.2,0.0448181007200077,0.0562753329460971,0.00614716392467682,0.311736527947948,0.337004395260068,1.11091415621562,0.202939956770708,0.037216280690535,27.3638380066289,1.53482171748471,1.33989673601995,0.814164969716575,2.1659893235405,1.95005494557415,1.49032470997915,3.16339697167464,0.743001017446896
3.4,0.0450447888102244,0.0570573078662686,0.00622349728506382,0.317166593304814,0.337014593454184,1.1108610495448,0.202949908691753,0.0289581877699816,27.8477870435711,1.59256695313425,1.41928771628795,0.825517429097585,2.28221798989185,2.05202389785305,1.54386843575678,3.38183924714606,0.768146371519226
3.6,0.0452768623671137,0.0578611808977566,0.00630229413217366,0.322766032359617,0.337029834925764,1.11081745409069,0.20296088762115,0.0226616078212182,28.3268452026432,1.65110223822297,1.50078496602457,0.836601263121035,2.4022471215223,2.158449972057,1.59909394107772,3.61322760113359,0.794441739207297
3.79999999999999,0.0455143026310772,0.0586869704116329,0.00638360924972498,0.328543614358995,0.337050774877091,1.1107837223112,0.202972919942603,0.0177202904051456,28.799336952272,1.71048468330896,1.58466342839166,0.847432132621468,2.52626837785435,2.26965688085168,1.65618103832173,3.85792319643878,0.821894447340153
3.99999999999999,0.0457571121829795,0.0595348592585344,0.00646749465710771,0.334507338025873,0.337078142027085,1.11076020973557,0.202986035127728,0.0137794453850092,29.2626223398673,1.7707533955072,1.6711544513343,0.858022594137436,2.65442254506917,2.38593557269673,1.71528573499092,4.11625903419996,0.850515011470536
4.19999999999999,0.0460052993281799,0.0604051154317958,0.00655399814903079,0.340664636442594,0.337112745301659,1.1107472816025,0.203000265135368,0.0106220197300669,29.7136433371732,1.83193062386618,1.76045051635217,0.868382636898021,2.7868053267869,2.50754971913031,1.77654463383178,4.38854824570111,0.880316170492173
4.39999999999999,0.0462588701012652,0.0612980494628985,0.00664316250623036,0.347022486698897,0.33715548032646,1.11074531478662,0.20301564391115,0.00810293290302279,30.1492296992731,1.89402329281976,1.85271178288845,0.878520135313173,2.92347251579332,2.63474036052289,1.8400785911297,4.67508924583444,0.911312097639491
4.59999999999999,0.0465178246871239,0.0622139932826843,0.00673502506465833,0.353587453868734,0.337207335804898,1.11075469712866,0.203032206991794,0.00611330671542879,30.5662581433035,1.95702464319278,1.94807311355201,0.888441222693442,3.06444464611791,2.7677299448214,1.9059957852389,4.97616921717353,0.943517784803178
4.79999999999999,0.0467821561550264,0.0631532902639778,0.00682961745194173,0.360365694552244,0.337269399878979,1.11077582565637,0.203049991207129,0.00456285143216876,30.9617262394841,2.02091586455215,2.04665039600719,0.898150602642385,3.20971101808642,2.90672575641968,1.97439424835421,5.29206628897891,0.976948581896781
4.99999999999999,0.0470518501841069,0.0641162899878991,0.00692696538020986,0.367362938959814,0.337342866551507,1.11080910461423,0.203069034461189,0.00337262681836749,31.3327804219127,2.08566767032969,2.14854527639809,0.907651813224418,3.35923290827866,3.051922607717,2.04536385769319,5.62305025079991,1.01161985901192
5.19999999999999,0.0473268850168316,0.0651033440868348,0.00702708843687393,0.374584464094556,0.337429042203938,1.1108549437554,0.203089375566445,0.00247301771203023,31.6767228044612,2.15124178188872,2.25384791477139,0.916947452727922,3.51294584277239,3.20350468273409,2.11898778230603,5.96938166059833,1.04754675184518
